person,label
0008ed71,0.036459804
000c79fe,0.19445062
001802e4,0.059357345
0019e639,0.0477856
001b0bf9,0.025640449
001ca5ee,0.02311935
001dfc31,0.005640234
001e9aea,0.005185439
0020152e,0.012532894
002b0188,0.007134796
002e74b2,0.006827976
00317e49,0.041891493
0031c75f,0.05167329
003476c0,0.006920417
003847fc,0.1547799
003a7d49,0.059326857
003bdb4d,0.027951237
003d4cac,0.0066653155
003dd965,0.17920856
0042421c,0.04896999
004b8d91,0.14330919
004ed8ba,0.0070973425
0050d971,0.0106021045
00546e55,0.024423452
00665dda,0.025752071
006671fd,0.1039381
00702e02,0.018798137
00736d10,0.17151661
007537e8,0.055756506
007ddac1,0.019722203
00868d8e,0.07138253
0086ee61,0.04902211
008bb884,0.005507997
00971729,0.124124035
009a5ed5,0.0044384045
009cbfb2,0.054378193
009d27e8,0.04685516
00a58494,0.0073867985
00a91f61,0.0320308
00afd018,0.009473445
00b2b269,0.0067354576
00b9f49d,0.0047970926
00bc3bed,0.0072705583
00beac49,0.029881833
00c2307c,0.008295273
00c2f60d,0.23316327
00c40a4b,0.14174119
00c955ce,0.018974677
00c9a4eb,0.008286162
00ca06d3,0.12933296
00d21f5e,0.031068675
00d4b0c1,0.16367477
00dabbf1,0.012970264
00e3c94f,0.064770125
00e6a700,0.021901561
00ea5497,0.011529818
00ecfd1a,0.029131714
00f49191,0.0066653155
00fa4cd7,0.26243123
010358c1,0.021374153
01067e00,0.019986577
0107bdfc,0.039549753
01083011,0.11877975
010dce63,0.0646173
011120d7,0.009952987
01118279,0.08002487
0111d9af,0.012868786
011beb42,0.006018328
011d982c,0.0046284
011e43e5,0.0135326
011fbf97,0.1292502
011fef85,0.021860253
0127932b,0.007134796
013136c4,0.21966906
01319a6d,0.0060275486
013288eb,0.059033636
0132a515,0.009491705
01395e75,0.020729955
0143d796,0.039455008
014412d6,0.11528484
0145565a,0.019519221
0146d5e8,0.36125275
01477f15,0.008450735
0148562c,0.0044465493
01488a35,0.0044465493
014bca6c,0.0044333357
015d002b,0.008663217
015dfe12,0.019710908
015eb48a,0.0044465493
015f1a84,0.014105952
01605eaa,0.008295273
0165b04a,0.045875616
0165d283,0.0063907607
0165db0d,0.11422159
01692bd2,0.04012851
016a78e4,0.13871484
016efcb7,0.007076311
016f7879,0.024366653
0172d307,0.008663217
0173b599,0.0086215455
0178b595,0.18221724
017a9049,0.008866594
01855dab,0.03037767
018774cf,0.012589015
018954fd,0.12872294
01914d78,0.034535676
0195ed3b,0.013209576
019c24ae,0.048569713
019c7c78,0.29602805
01a46372,0.06888343
01a5aa29,0.06625952
01add051,0.011231002
01b12d02,0.04542365
01b47d4f,0.015555399
01b65cfa,0.0061301794
01b79980,0.042194035
01b860b1,0.028015563
01b91332,0.29877305
01c0bf0e,0.012637563
01c407bd,0.023830863
01c6281f,0.1948744
01c631cf,0.039547823
01c8b35d,0.019133331
01cf1230,0.005185439
01e2b6b0,0.012775391
01e32ed0,0.0083531635
01e5ebc1,0.012078591
01ed2afc,0.13881442
01edff26,0.04520323
01f12f08,0.0602571
01f20b0a,0.023067633
01f2283b,0.11562573
01f24fc9,0.053718347
01f38aae,0.005041344
01f68b1f,0.31628156
01fcd7ca,0.008092842
01fee5bd,0.026049692
01ffc611,0.1092963
02005e21,0.005913358
0202e763,0.015994776
0204dcec,0.008474218
020ca6bf,0.0067094057
02103564,0.20313694
0211b4be,0.13148323
0211eed9,0.005041344
021e1312,0.28373128
021ececb,0.017079506
022260de,0.02418727
0222a169,0.15532628
02238440,0.02579739
0224b8b0,0.04483904
